Time(s);pressure(Pa);altitude(m);alt_filtered(m);velocity(m/s)
4313.524;171810;-192.10540201905457;-190.81366876833044;-1.7750457750510675
4313.723;171810;-192.10540201905457;-191.16690287756492;-1.8921225500354752
4313.823;171800;-191.6122551527073;-191.35611513256916;-0.7004340238402871
4313.923;171800;-191.6122551527073;-191.4261585349528;-1.1714540429104772
4314.024;171810;-192.10540201905457;-191.54447539328743;-1.5493896672521272
4314.123;171810;-192.10540201905457;-191.69786497034423;-0.4401670338763682
4314.223;171800;-191.6122551527073;-191.74188167373202;-0.9940417703513379
4314.323;171820;-192.5985256451149;-191.84128585076752;-2.0707287985711553
4314.423;171820;-192.5985256451149;-192.0483587306235;-0.5014908453727941
4314.723;171820;-192.5985256451149;-192.19880598423543;-1.7672732076770725
4314.823;171830;-193.09162603330975;-192.37553330500378;-1.9582090719738965
4314.923;171830;-193.09162603330975;-192.5713542122001;-2.743610614228468
4315.024;171850;-194.0777571059364;-192.84845888423874;-1.011700145454558
4315.223;171830;-193.09162603330975;-193.0497872131838;0.5597985481454756
4315.323;171820;-192.5985256451149;-192.99380735836905;1.7551690811477838
4315.423;171810;-192.10540201905457;-192.81829045025523;0.6009950533079141
4315.523;171830;-193.09162603330975;-192.75819094492422;-0.9118031634476172
4315.623;171830;-193.09162603330975;-192.8493712612685;-1.3366419339075408
4315.723;171840;-193.58470318609994;-192.98303545465973;-1.6453053681979497
4315.823;171840;-193.58470318609994;-193.14756599148012;-1.1953843215624578
4315.923;171840;-193.58470318609994;-193.26710442363571;-1.5273702369209072
4316.024;171850;-194.0777571059364;-193.4213688175656;0.229890564656227
4316.123;171820;-192.5985256451149;-193.3986096516648;2.187889498136711
4316.223;171820;-192.5985256451149;-193.17982070185033;-0.10823492796947572
4316.623;171850;-194.0777571059364;-193.22311467303808;-2.3370835915889887
4316.723;171850;-194.0777571059364;-193.45682303219783;-1.0238442284176286
4316.823;171840;-193.58470318609994;-193.55920745503997;-0.7438663740050181
4316.923;171850;-194.0777571059364;-193.63359409244006;-1.8700114631915727
4317.024;171860;-194.5707877952603;-193.82246525022347;-2.067014054585136
4317.123;171860;-194.5707877952603;-194.02709964162585;-1.4867558804578975
4317.223;171860;-194.5707877952603;-194.17577522967218;-1.7542742460550316
4317.323;171870;-195.0637952565127;-194.35120265427832;-1.9486377157015267
4317.423;171870;-195.0637952565127;-194.5460664258474;-1.4157681721195212
4317.523;171870;-195.0637952565127;-194.68764324305988;-1.7026669009134399
4317.623;171880;-195.55677949215445;-194.8579099331503;-1.911111028586145
4317.723;171880;-195.55677949215445;-195.0490210360096;-1.3885034380078956
4317.823;171880;-195.55677949215445;-195.1878713798109;-1.0088067980036524
4317.923;171880;-195.55677949215445;-195.28875205961072;-0.3517401006459584
4318.323;171890;-196.0497405046168;-195.4294480998693;-1.6962359290066524
4318.423;171890;-196.0497405046168;-195.59907169276903;-1.2323875399429272
4318.523;171890;-196.0497405046168;-195.72231044676377;1.1267713867518507
4318.623;171860;-194.5707877952603;-195.6096333080892;0.27288244393657174
4318.923;171890;-196.0497405046168;-195.52776857490818;-1.4132388549455699
4319.024;171890;-196.0497405046168;-195.67050569925848;-1.047521122893447
4319.123;171890;-196.0497405046168;-195.77421029042415;-1.0507007180014372
4319.323;171910;-197.03559286978762;-195.9843504340252;-2.2007451235624145
4319.423;171900;-196.54267829634094;-196.20442494638024;-0.9249790597363472
4319.523;171900;-196.54267829634094;-196.29692285235421;-2.6938089970428
4319.623;171930;-198.02135237159345;-196.56630375205702;-1.9571667986573824
4319.723;171900;-196.54267829634094;-196.76202043192347;-0.7480725299215648
4319.823;171920;-197.52848422738813;-196.8368276849159;-1.8913864959405131
4319.923;171920;-197.52848422738813;-197.02596633450892;-1.3605670556242282
4320.024;171920;-197.52848422738813;-197.16338360712774;-0.32774828617789414
4320.123;171910;-197.03559286978762;-197.1958306874591;-0.2357418377025006
4320.223;171920;-197.52848422738813;-197.21940487122944;-2.86678254011983
4320.323;171950;-199.00701902958295;-197.50608312524247;-2.0828394339594043
4320.423;171920;-197.52848422738813;-197.71436706863727;0.5083105185498464
4320.523;171920;-197.52848422738813;-197.6635360167821;-0.5815174806907524
4320.923;171960;-199.49981754825924;-197.8961430090582;-1.5188708766848038
4321.123;171940;-198.51419730484469;-198.19991718439488;-1.5332513873131501
4321.223;171950;-199.00701902958295;-198.35324232312675;-2.46159843955567
4321.323;171960;-199.49981754825924;-198.5994021670832;-3.136018598400827
4321.423;171970;-199.99259286330485;-198.91300402692158;-2.2784508803331494
4321.523;171960;-199.49981754825924;-199.14084911495573;-0.9816260029762268
4321.623;171960;-199.49981754825924;-199.23901171525281;-2.73439425172171
4321.723;171990;-200.97807389227822;-199.51245114042598;-3.334152908648299
4321.823;171980;-200.48534497716085;-199.84586643129202;-1.7487018654908795
4321.923;171980;-200.48534497716085;-200.02073661784016;-1.2579270040270119
4322.024;171980;-200.48534497716085;-200.1477872452476;-0.9324008487068425
4322.123;171980;-200.48534497716085;-200.24009492926888;-2.018026900072746
4322.223;172000;-201.47077961108826;-200.4418976192769;-2.8135546846053177
4322.323;172000;-201.47077961108826;-200.72325308773844;-1.3704968317342472
4322.423;171990;-200.97807389227822;-200.86030277091112;-0.3188652784441065
4322.524;171990;-200.97807389227822;-200.89250816403415;-0.528861126325862
4322.823;172010;-201.96346213604193;-201.05063764080558;-1.1488778980634773
4322.923;171990;-200.97807389227822;-201.1655254306113;-1.493381714774077
4323.024;172020;-202.45612146957052;-201.31635698380433;-1.7873996779064927
4323.123;172000;-201.47077961108826;-201.49330955191573;-0.9796054176106739
4323.323;172030;-202.94875761411512;-201.68923063543858;-3.444270634998398
4323.423;172030;-202.94875761411512;-202.03365769893654;-1.1552270412599948
4323.523;172010;-201.96346213604193;-202.14918040306296;-0.8393215749848408
4323.623;172030;-202.94875761411512;-202.23311256056098;-1.2834096983975691
4323.723;172020;-202.45612146957052;-202.3614535304012;-2.279506969076073
4323.823;172050;-203.9339603460169;-202.58940422730964;-2.3297339294386834
4323.923;172030;-202.94875761411512;-202.82237762025224;-0.20382780143188484
4324.423;172040;-203.44137057211688;-202.92429152096818;-2.0875030729835315
4324.523;172050;-203.9339603460169;-203.1330418282673;-1.5166597598781435
4324.623;172040;-203.44137057211688;-203.28470780425428;-0.42840604455264963
4324.723;172040;-203.44137057211688;-203.3275484087097;-0.3112552106222256
4324.823;172040;-203.44137057211688;-203.35867392977204;-0.748860125813088
4325.123;172070;-204.9190703512566;-203.58333196751542;-1.8263382083138773
4325.323;172070;-204.9190703512566;-203.94859960917952;-2.6538247577465635
4325.423;172070;-204.9190703512566;-204.21398208495273;-1.928116548358878
4325.523;172070;-204.9190703512566;-204.40679373978932;-2.074275364853641
4325.623;172080;-205.41159058746865;-204.61422127627355;-0.9512836561219645
4325.923;172090;-205.90408764933363;-204.89960637311032;-2.71963277683611
4326.024;172090;-205.90408764933363;-205.1742892835723;-0.6554408693522762
4326.123;172070;-204.9190703512566;-205.2391779296377;-0.15714786983721696
4326.423;172090;-205.90408764933363;-205.28632229058888;-2.3392859977359852
4326.524;172100;-206.39656153928283;-205.52259017636155;-1.0537390531853221
4326.623;172080;-205.41159058746865;-205.6269103426261;-0.7579303731953639
4326.723;172100;-206.39656153928283;-205.70270337994592;-3.2440185967494917
4326.823;172120;-207.38143981317862;-206.02710523962205;-1.010179139836508
4326.923;172080;-205.41159058746865;-206.12812315360515;-0.060047659882916604
4327.024;172110;-206.88901225974752;-206.13418796725335;-0.011043471277987575
4327.423;172080;-205.41159058746865;-206.13859431229326;-0.0320139706450363
4327.523;172110;-206.88901225974752;-206.14179570935778;-1.3583047292665205
4327.723;172120;-207.38143981317862;-206.41345665521084;-0.8823407577036688
4328.023;172120;-207.38143981317862;-206.6781588825221;-2.596432550835701
4328.123;172130;-207.87384420199763;-206.93780213760425;-2.5596769660877032
4328.223;172130;-207.87384420199763;-207.19376983421395;-2.532940801299781
4328.323;172140;-208.36622542864563;-207.44706391434485;-1.8402892130809316
4328.423;172130;-207.87384420199763;-207.63109283565194;0.0018873094372224841
4328.923;172120;-207.38143981317862;-207.63014918093333;-0.22212352487842002
4329.223;172140;-208.36622542864563;-207.6967862383969;-3.1769897464452397
4329.323;172160;-209.3509184051735;-208.01448521304258;-4.327708061547949
4329.423;172170;-209.8432301599159;-208.447256019195;-1.7979056952213985
4329.523;172140;-208.36622542864563;-208.6270465887178;-0.6331233095040022
4329.623;172160;-209.3509184051735;-208.69035891966786;-0.9031746350392039
4329.823;172160;-209.3509184051735;-208.87099384667636;-1.9855212045846207
4329.923;172170;-209.8432301599159;-209.06954596713373;-3.427589652350893
4330.024;172190;-210.82778421453372;-209.41573252202312;-1.6021570507067724
4330.223;172180;-210.33551876222228;-209.73456177511315;-1.6433617847178439
4330.323;172180;-210.33551876222228;-209.89889795358553;-0.5208722421113523
4330.423;172170;-209.8432301599159;-209.95098517779638;-0.5257520831236725
4330.623;172190;-210.82778421453372;-210.05613559442102;-2.110130809234076
4330.723;172190;-210.82778421453372;-210.2671486753452;-1.5330997725630984
4330.823;172190;-210.82778421453372;-210.42045865260206;-1.1138621844524397
4330.923;172190;-210.82778421453372;-210.5318448710467;-0.801255690428398
4331.024;172190;-210.82778421453372;-210.61277169578042;-1.310041662000211
4331.223;172220;-212.30444169578195;-210.87346998651796;-3.240125668557291
4331.323;172210;-211.81224567887736;-211.19748255337487;-2.3540890943099266
4331.423;172220;-212.30444169578195;-211.43289146280458;-2.359722014108817
4331.524;172220;-212.30444169578195;-211.6712233862309;-0.38949934717224316
4331.623;172200;-211.32002651927172;-211.70978382160067;-0.14007898097210814
4331.823;172220;-212.30444169578195;-211.7377996177952;-1.5495251017289748
4331.923;172220;-212.30444169578195;-211.89275212796724;-1.2358238774076695
4332.123;172240;-213.28876431120315;-212.13991690344855;-1.7957572081141433
4332.223;172220;-212.30444169578195;-212.31949262426062;-2.650419320863783
4332.323;172260;-214.27299438499546;-212.58453455634796;-1.6276090665983245
4332.524;172240;-213.28876431120315;-212.91168397873426;-1.0415700450167018
4332.623;172240;-213.28876431120315;-213.01479941319013;-2.0949028234531926
4332.723;172260;-214.27299438499546;-213.2242896955362;-3.540576561251692
4332.823;172270;-214.76507472485403;-213.57834735166267;-1.2266541062227678
4332.923;172240;-213.28876431120315;-213.70101276228428;-0.05460028663449291
4333.323;172260;-214.27299438499546;-213.7228528769381;-0.5014676867768569
4333.623;172260;-214.27299438499546;-213.8732931829708;-0.8829140156811942
4333.823;172270;-214.76507472485403;-214.04987598610768;-1.2829491619404032
4333.923;172260;-214.27299438499546;-214.17817090230102;-0.9228882449586809
4334.024;172270;-214.76507472485403;-214.27138261504237;-1.3636747100389637
4334.123;172270;-214.76507472485403;-214.4063864113352;-0.9711485093895734
4334.224;172270;-214.76507472485403;-214.5044724107841;-0.040223506298415944
4334.323;172260;-214.27299438499546;-214.50845453790765;-0.7017154530784276
4334.423;172280;-215.25713193659922;-214.5786260832151;-1.8554249539932501
4334.523;172280;-215.25713193659922;-214.7641685786151;-0.8978391645065409
4334.823;172300;-216.24117698543517;-215.03352032796724;-2.6297069955070613
4334.923;172290;-215.7491660226426;-215.2964910275165;-1.2256174237793174
4335.024;172290;-215.7491660226426;-215.42027838731892;-1.5879678622888347
4335.123;172300;-216.24117698543517;-215.57748720568432;-0.4694369366745807
4335.223;172280;-215.25713193659922;-215.62443089935195;-0.3410658987106201
4335.323;172300;-216.24117698543517;-215.65853748922314;-2.265959994773114
4335.423;172310;-216.73316482739833;-215.8851334886992;-0.7730016868425624
4335.723;172310;-216.73316482739833;-216.11703399475212;-4.375294767611137
4335.823;172350;-218.70088503549405;-216.55456347151483;-1.9161666016533394
4336.024;172320;-217.22512955096337;-216.9397129584472;-2.826540221191172
4336.123;172350;-218.70088503549405;-217.219540440343;-3.378285141923174
4336.223;172340;-218.20898965257504;-217.55736895453654;-1.781905487843628
4336.323;172340;-218.20898965257504;-217.73555950332155;-0.6220361787842259
4336.423;172330;-217.7170711585419;-217.79776312119964;0.22065820118546514
4336.523;172330;-217.7170711585419;-217.775697301081;-0.5122763717161648
4336.623;172340;-218.20898965257504;-217.82692493825235;-1.04478450916691
4336.723;172340;-218.20898965257504;-217.93140338916942;-2.1041734612711784
4336.823;172360;-219.19275730972035;-218.1418207352973;-3.5463637390623406
4336.923;172370;-219.68460647767543;-218.4964571092016;-3.2169140856742042
4337.024;172370;-219.68460647767543;-218.82136543185652;-3.06370171910084
4337.123;172380;-220.17643254179055;-219.1246719020452;-2.2036504961047267
4337.223;172370;-219.68460647767543;-219.34503695165648;-0.2560790911566989
4337.323;172360;-219.19275730972035;-219.37064486077225;-0.5508400692622963
4337.723;172400;-221.1600153681866;-219.59098088847696;-2.481507417419789
4337.923;172410;-221.6517721353301;-220.08728237196047;-2.9043930228583434
4338.024;172390;-220.66823550448711;-220.3806260672708;-2.8319272073114248
4338.123;172420;-222.14350580832922;-220.66098686079252;-1.351352945257754
4338.423;172420;-222.14350580832922;-221.0663927443701;-2.916283321990364
4338.524;172420;-222.14350580832922;-221.36093735989277;-1.482475414311687
4338.623;172410;-221.6517721353301;-221.50770242590852;-1.066310620855504
4338.723;172420;-222.14350580832922;-221.61433348799446;-3.463895531523253
4338.823;172450;-223.61856828670423;-221.96072304114804;-3.8612551716409302
4338.923;172440;-223.12690388158995;-222.34684855831003;-1.446377697372097
4339.024;172430;-222.63521638960543;-222.49293270574543;-0.3930155201493286
4339.123;172430;-222.63521638960543;-222.53184124223992;-0.2826870646559262
4339.223;172430;-222.63521638960543;-222.56010994870562;-0.20538417458947467
4339.323;172430;-222.63521638960543;-222.58064836616464;-0.8214984302707571
4339.423;172440;-223.12690388158995;-222.66279820919127;-2.6135931289637555
4339.523;172460;-224.11020960736974;-222.9241575220886;-3.243348048967582
4339.623;172460;-224.11020960736974;-223.24849232698358;-2.3564302906765526
4339.723;172460;-224.11020960736974;-223.4841353560521;-3.0563820712427168
4339.823;172480;-225.09342300504014;-223.78977356317748;-3.56492680740969
4339.923;172480;-225.09342300504014;-224.1462662439165;-0.5678422976381465
4340.024;172450;-223.61856828670423;-224.20361831597828;-0.4208961557818859
4340.123;172480;-225.09342300504014;-224.24528703540037;-0.9749559308598125
4340.223;172460;-224.11020960736974;-224.3427826284867;-0.036195099534250146
4340.323;172470;-224.6018278460079;-224.34640213844014;-1.3706325299157573
4340.423;172480;-225.09342300504014;-224.48346539143097;-0.7800316548131536
4340.723;172490;-225.5849950868879;-224.71747488787506;-1.7001785112314103
4340.823;172480;-225.09342300504014;-224.88749273899882;-1.907340737819715
4340.923;172500;-226.0765440939726;-225.07822681277975;-0.4619213871382086
4341.223;172480;-225.09342300504014;-225.2168032289213;-0.3347278528584398
4341.323;172490;-225.5849950868879;-225.25027601420726;-0.9153143144415521
4341.423;172490;-225.5849950868879;-225.34180744565091;-1.989268037412314
4341.524;172510;-226.56807002871568;-225.5427235174307;-0.7955761748057032
4341.623;172480;-225.09342300504014;-225.62148555873586;0.0998174716655519
4341.723;172500;-226.0765440939726;-225.61150381156926;-2.6157702521440793
4341.823;172520;-227.05957289353861;-225.87308083678462;-1.9004683316911977
4341.923;172500;-226.0765440939726;-226.0631276699527;-0.35437270581557356
4342.123;172510;-226.56807002871568;-226.13400221111576;-1.1869908807468637
4342.223;172510;-226.56807002871568;-226.25270129919087;-2.2064191242389364
4342.323;172530;-227.5510526908628;-226.47334321161557;-1.6030573283784915
4342.423;172510;-226.56807002871568;-226.63364894445255;-1.1646893238870155
4342.523;172530;-227.5510526908628;-226.75011787684167;-1.518221980192365
4342.623;172520;-227.05957289353861;-226.90194007486008;-1.1030528355521714
4342.723;172530;-227.5510526908628;-227.0122453584157;-1.4734089102265502
4342.823;172530;-227.5510526908628;-227.1595862494389;-1.0704942344314512
4342.923;172530;-227.5510526908628;-227.26663567288145;-0.10471828983212092
4343.024;172520;-227.05957289353861;-227.27721222015455;-2.1137739912098135
4343.123;172560;-229.02535370201798;-227.48647584528274;-1.4321729623650492
4343.323;172540;-228.0425094231097;-227.7729104377568;-0.06527599189503613
4343.423;172530;-227.5510526908628;-227.77943803694626;-1.3774815282522397
4343.524;172560;-229.02535370201798;-227.91856367130052;-0.7585463755120826
4343.923;172560;-229.02535370201798;-228.2212236751294;-2.177181824818904
4344.024;172560;-229.02535370201798;-228.44111903943735;-1.4780591917134156
4344.223;172580;-230.0081057496349;-228.73525281858775;-1.7403557237273244
4344.423;172580;-230.0081057496349;-229.0833239633329;-1.6003449194387886
4344.623;172590;-230.4994471927381;-229.40339294722037;-1.1627186434442982
4344.823;172580;-230.0081057496349;-229.63593667591007;-2.361302513001629
4344.923;172600;-230.99076558528276;-229.87206692720895;-1.698600690260044
4345.024;172580;-230.0081057496349;-230.04362559692618;-1.9375642529148724
4345.123;172610;-231.48206092967067;-230.2354444579633;-4.080676293210606
4345.223;172620;-231.97333322830355;-230.64351208728584;-2.2930429556483456
4345.323;172600;-230.99076558528276;-230.8728163828515;-0.9942828216074674
4345.423;172610;-231.48206092967067;-230.97224466501171;-0.7152363908462323
4345.524;172600;-230.99076558528276;-231.0444835404876;0.8269385759242402
4345.623;172590;-230.4994471927381;-230.9626166214717;0.5947979830157768
4345.723;172600;-230.99076558528276;-230.90313682316992;0.21607301511741395
4345.923;172590;-230.4994471927381;-230.85992222014647;-0.3542271733853571
4346.024;172610;-231.48206092967067;-230.8956991646586;-1.6196465246033354
4346.123;172610;-231.48206092967067;-231.0560441705931;-0.4932327452501359
4346.223;172600;-230.99076558528276;-231.1053674451183;-0.17917728281548004
4346.423;172610;-231.48206092967067;-231.14120290168137;-0.3107005821433036
4346.723;172610;-231.48206092967067;-231.23441307632442;-0.005469644814846217
4346.823;172600;-230.99076558528276;-231.2349600408059;-0.0039739295709967735
4346.923;172610;-231.48206092967067;-231.235357433763;-2.6630354838573638
4347.024;172640;-232.95580869803916;-231.5043240176341;-1.9945695042378309
4347.223;172640;-232.95580869803916;-231.90124334897666;-1.540461452819182
4347.323;172620;-231.97333322830355;-232.05528949425914;0.22411553302455986
4347.423;172620;-231.97333322830355;-232.0328779409568;-0.6173709063155806
4347.723;172650;-233.44701187396512;-232.2180892128516;-4.032165238504998
4347.823;172660;-233.9381920138021;-232.62130573670356;-2.2579236321193297
4347.923;172640;-232.95580869803916;-232.84709809991426;-0.9593001455839804
4348.024;172650;-233.44701187396512;-232.9439874146188;-0.691235160827377
4348.223;172650;-233.44701187396512;-233.08154321162317;-1.6709857616361352
4348.323;172660;-233.9381920138021;-233.2486417877874;-1.2140422195310832
4348.423;172650;-233.44701187396512;-233.37004600973984;-1.5536062063128822
4348.523;172670;-234.4293491199814;-233.5254066303717;-1.800345377342173
4348.623;172660;-233.9381920138021;-233.70544116810493;-1.3080274817250646
4348.723;172670;-234.4293491199814;-233.8362439162779;-0.27875319660649667
4348.823;172650;-233.44701187396512;-233.86411923593866;-0.20252605215401004
4348.923;172670;-234.4293491199814;-233.88437184115395;-1.4755258313053914
4349.024;172670;-234.4293491199814;-234.03339995011663;-1.7719939424285618
4349.123;172680;-234.92048319490476;-234.20882735041573;-2.617566007306634
4349.223;172690;-235.41159424100348;-234.47058395114735;-1.9017730241693178
4349.323;172680;-234.92048319490476;-234.66076125356497;-1.3817189806850732
4349.423;172690;-235.41159424100348;-234.79893315163272;-0.4188418817214738
4349.823;172690;-235.41159424100348;-234.96646990432154;-2.5601111617584578
4349.923;172710;-236.3937472563339;-235.222481020496;-1.841613500414166
4350.024;172690;-235.41159424100348;-235.40848398403887;-0.6868319919161656
4350.123;172700;-235.90268226066942;-235.47648035123805;-1.1654809671199706
4350.223;172700;-235.90268226066942;-235.59302844795047;-0.8467714881937131
4350.323;172700;-235.90268226066942;-235.67770559677015;-0.6152154976805412
4350.423;172700;-235.90268226066942;-235.73922714653787;-1.1184071844438916
4350.523;172710;-236.3937472563339;-235.85106786498267;-2.1553928289925417
4350.623;172720;-236.8847892303987;-236.06660714788075;-1.5659845548060376
4350.723;172710;-236.3937472563339;-236.22320560336192;-0.46635889291338534
4350.823;172710;-236.3937472563339;-236.26984149265343;-1.0102250533774952
4350.923;172720;-236.8847892303987;-236.37086399799063;-1.391452424235807
4351.024;172720;-236.8847892303987;-236.51140069283923;-2.3876317232509097
4351.123;172740;-237.86680412337543;-236.74777623343928;-2.388732838763424
4351.223;172730;-237.37580818527533;-236.9866495173165;-0.3928194449369391
4351.323;172720;-236.8847892303987;-237.02593146181033;-1.6280336452721424
4351.423;172750;-238.35777704712044;-237.18873482633666;-1.0656111011678775
4351.723;172750;-238.35777704712044;-237.5084181566872;-3.6651431068173923
4351.823;172770;-239.33965386116202;-237.8749324673703;-3.3341519471287073
4351.923;172760;-238.8487269589121;-238.20834766208134;-3.062980074405256
4352.024;172780;-239.83055775628176;-238.517708649598;-3.626347452797126
4352.123;172780;-239.83055775628176;-238.8767170474222;-2.6083486892939654
4352.223;172780;-239.83055775628176;-239.13755191635255;-1.2831257436663481
4352.423;172790;-240.3214386466731;-239.3941770650856;-1.8644908430957612
4352.523;172780;-239.83055775628176;-239.58062614939584;-1.3546318905977752
4352.623;172790;-240.3214386466731;-239.71608933845488;-1.6553729149847558
4352.723;172790;-240.3214386466731;-239.88162662995396;-3.216035841071469
4352.823;172820;-241.79394331363196;-240.20323021406227;-2.33658681014926
4352.923;172790;-240.3214386466731;-240.43688889507592;-1.0163849442339177
4353.024;172810;-241.30313142294645;-240.53954377444413;-1.3865167710162973
4353.223;172820;-241.79394331363196;-240.81546061187584;-2.00465316586114
4353.323;172810;-241.30313142294645;-241.01592592846268;-2.7985332480658744
4353.423;172840;-242.7754981121586;-241.29577925326774;-2.3586941828121293
4353.623;172850;-243.26624102481307;-241.76751808982974;-3.4273832687282293
4353.723;172840;-242.7754981121586;-242.1102564167038;-1.1481351072684174
4353.823;172830;-242.28473220923541;-242.22506992743106;-2.1761107152595915
4353.923;172860;-243.75696094960063;-242.44268099895584;-0.9743471925050323
4354.223;172850;-243.26624102481307;-242.73498515670752;-2.1237140171862214
4354.323;172860;-243.75696094960063;-242.94735655842692;-1.5429685508211222
4354.423;172850;-243.26624102481307;-243.1016534135082;0.22090946037712125
4354.523;172840;-242.7754981121586;-243.0795624674704;-1.8522710536835698
4354.623;172880;-244.7383318452212;-243.26478957283774;-3.3586191485190424
4354.723;172870;-244.2476578889328;-243.60065148769087;-1.76928734847347
4354.823;172870;-244.2476578889328;-243.77758022253886;-0.639533583548461
4355.024;172870;-244.2476578889328;-243.9061264728321;-2.298683183839547
4355.123;172890;-245.2289828208578;-244.1336961080305;-0.9824664578137073
4355.223;172860;-243.75696094960063;-244.23194275381223;0.6279495115029369
4355.323;172870;-244.2476578889328;-244.1691478026617;-0.21469169717878517
4355.423;172870;-244.2476578889328;-244.19061697237947;-0.8268749467076236
4355.523;172880;-244.7383318452212;-244.27330446705054;-0.6007598141307923
4355.623;172870;-244.2476578889328;-244.3333804484633;-1.1073384312225658
4355.723;172890;-245.2289828208578;-244.44411429158595;-1.0731408193150385
4355.923;172890;-245.2289828208578;-244.65874245544876;-1.5439256312194125
4356.024;172890;-245.2289828208578;-244.8146789442028;-0.46675154579147377
4356.123;172880;-244.7383318452212;-244.8608873472358;-0.33572369954575343
4356.223;172890;-245.2289828208578;-244.8944597171905;-2.2564059265230068
4356.323;172910;-246.21021583981192;-245.12010030984362;-0.9685139889269849
4356.423;172880;-244.7383318452212;-245.2169517087358;-0.6966996058569843
4356.524;172910;-246.21021583981192;-245.28731836892774;-0.5677018488852829
4357.323;172940;-247.681893073521;-245.74091214618707;-2.640675311335931
4357.524;172940;-247.681893073521;-246.27168788376565;-3.2177854960890184
4357.623;172930;-247.1913569650387;-246.59024864787605;-0.8218878040283015
4357.823;172930;-247.1913569650387;-246.7546262086823;-3.2062901470114187
4357.923;172960;-248.66289639423218;-247.0752552233817;-4.2985380298314855
4358.024;172960;-248.66289639423218;-247.50940756439712;-3.863546485016569
4358.123;172970;-249.15336361126458;-247.89189866641087;-2.7789605219559887
4358.223;172960;-248.66289639423218;-248.16979471860748;-1.344805618814548
4358.423;172980;-249.6438078692904;-248.43875584237014;-1.0984349363449506
4358.723;172980;-249.6438078692904;-248.76828632327383;-3.06472593297564
4358.823;172990;-250.13422917070156;-249.0747589165725;-2.8972005734924626
4358.923;172990;-250.13422917070156;-249.36447897392017;-2.7479751388776203
4359.024;173000;-250.62462751790966;-249.64202446294837;-0.6734339533441984
4359.423;173000;-250.62462751790966;-249.91072461033232;-3.2931576246579217
4359.523;173020;-251.6053553593039;-250.2400403727993;-1.1963095328749285
4359.723;173000;-250.62462751790966;-250.47930227937408;-0.8029202769237392
4360.023;173030;-252.09568485829357;-250.72017836245135;-1.8807126453279517
4360.223;173030;-252.09568485829357;-251.0963208915166;-0.687471371127477
4360.523;173020;-251.6053553593039;-251.30256230285497;-1.0844107590271705
4360.723;173040;-252.58599141267734;-251.5194444546602;-2.246162394700448
4360.823;173030;-252.09568485829357;-251.74406069413106;-1.631932504571504
4360.923;173040;-252.58599141267734;-251.90725394458732;-0.3952227891326241
4361.223;173030;-252.09568485829357;-252.02582078132718;-2.2021242991729117
4361.323;173060;-253.56653569722425;-252.24603321124528;-1.5999369553175935
4361.423;173030;-252.09568485829357;-252.40602690677616;0.0891317829978633
4361.623;173040;-252.58599141267734;-252.3882005501766;-0.5408738924293962
4361.723;173040;-252.58599141267734;-252.44228793941974;-0.1964839425697928
4361.923;173040;-252.58599141267734;-252.48158472793367;-1.6100927592472545
4362.024;173060;-253.56653569722425;-252.64420409661855;-1.1934332043215032
4362.123;173040;-252.58599141267734;-252.7623539838455;-2.198969535528719
4362.223;173080;-254.54698823213897;-252.98225093739916;-2.938330691499797
4362.323;173060;-253.56653569722425;-253.2760840065502;-0.7942618506874766
4362.423;173060;-253.56653569722425;-253.35551019161852;0.0932622075392846
4362.523;173050;-253.0762750248471;-253.34618397086456;-0.30126844917787254
4362.723;173070;-254.05677343218107;-253.40643766070008;-1.1080959017766123
4362.823;173060;-253.56653569722425;-253.51724725087814;-0.80507879775651
4362.923;173070;-254.05677343218107;-253.59775513065335;-0.4813710857506065
4363.323;173080;-254.54698823213897;-253.79030356495386;-2.7394439060477103
4363.423;173090;-255.03718009948003;-254.06424795555714;-3.961314732703862
4363.524;173110;-256.01749504591857;-254.46434074356247;-2.9362063195587083
4363.623;173090;-255.03718009948003;-254.75502516919659;-0.10134059528431374
4363.723;173080;-254.54698823213897;-254.76515922872505;-0.7438300442687702
4363.823;173100;-255.52734903660595;-254.8395422331522;-1.210657304954806
4363.923;173090;-255.03718009948003;-254.96060796364702;-0.20731903653493108
4364.024;173090;-255.03718009948003;-254.98154718633717;-0.8306405554219344
4364.123;173100;-255.52734903660595;-255.06378060132332;-1.9378329671565655
4364.223;173110;-256.01749504591857;-255.25756389803968;-4.088411774386222
4364.323;173140;-257.48779553092476;-255.6664050754798;-3.6405441235555425
4364.423;173120;-256.50761812980966;-256.03045948783335;-0.6284028339744111
4364.524;173110;-256.01749504591857;-256.0939281740651;-1.8195062308375651
4364.623;173140;-257.48779553092476;-256.2740592909167;-1.9788682675257037
4364.723;173120;-256.50761812980966;-256.47194611767;-0.09754778260649782
4364.823;173120;-256.50761812980966;-256.48170089593066;-0.7409803676609462
4364.923;173130;-256.9977182906811;-256.55579893269635;-1.1964965392013056
4365.024;173130;-256.9977182906811;-256.67664508315636;-2.2405254270136123
4365.123;173150;-257.97784985293254;-256.898457100429;-1.6115586377064153
4365.223;173130;-256.9977182906811;-257.05961296420026;-1.1708658866680859
4365.323;173150;-257.97784985293254;-257.1766995528675;-2.8608191051026006
4365.423;173160;-258.46788125910615;-257.4627814633762;-2.0785067447677066
4365.523;173150;-257.97784985293254;-257.6706321378537;0.5000116990048583
